Division,Year,TotalGoals,HomeFouls,AwayFouls,HomeYellow,AwayYellow,HomeRed,AwayRed,HomeShots,AwayShots,HomeTarget,AwayTarget,HomeCorners,AwayCorners,FTResult
E3,2006,2.4714285714285715,12.2625,12.464285714285714,1.2285714285714286,1.5375,0.05892857142857143,0.10535714285714286,10.823214285714286,9.117857142857142,5.433928571428571,4.542857142857143,5.991071428571429,5.0303571428571425,"{'H': 0.43392857142857144, 'A': 0.29464285714285715, 'D': 0.2714285714285714}"
E3,2007,2.535372848948375,11.808795411089866,12.520076481835565,1.2753346080305927,1.5793499043977055,0.07839388145315487,0.11854684512428298,11.4302103250478,9.1434034416826,5.692160611854685,4.525812619502868,6.0688336520076485,4.887189292543021,"{'H': 0.4110898661567878, 'A': 0.32504780114722753, 'D': 0.2638623326959847}"
E3,2008,2.6133093525179856,11.111510791366907,12.088129496402878,0.9892086330935251,1.4766187050359711,0.05575539568345324,0.09712230215827339,11.732014388489208,9.37589928057554,5.8003597122302155,4.579136690647482,6.079136690647482,4.726618705035971,"{'H': 0.4064748201438849, 'A': 0.34172661870503596, 'D': 0.2517985611510791}"
E3,2009,2.538181818181818,10.887272727272727,11.778181818181817,1.1163636363636364,1.46,0.06727272727272728,0.08545454545454545,11.845454545454546,9.747272727272728,5.943636363636363,4.925454545454546,5.9,5.109090909090909,"{'H': 0.4218181818181818, 'D': 0.28909090909090907, 'A': 0.28909090909090907}"
E3,2010,2.548449612403101,10.589147286821705,11.10077519379845,1.248062015503876,1.5271317829457365,0.07170542635658915,0.1065891472868217,11.587209302325581,9.571705426356589,5.633720930232558,4.562015503875969,6.058139534883721,5.116279069767442,"{'H': 0.42248062015503873, 'A': 0.3081395348837209, 'D': 0.2693798449612403}"
E3,2011,2.782462057335582,10.236087689713322,10.731871838111298,1.2866779089376055,1.642495784148398,0.07251264755480608,0.11973018549747048,11.109612141652613,9.317032040472176,5.408094435075886,4.480607082630692,5.802698145025295,4.887015177065767,"{'H': 0.42158516020236086, 'A': 0.3069139966273187, 'D': 0.2715008431703204}"
E3,2012,2.65017667844523,9.743816254416961,10.309187279151944,1.245583038869258,1.4929328621908127,0.07243816254416961,0.12014134275618374,11.581272084805654,9.363957597173146,5.782685512367491,4.708480565371024,6.120141342756184,4.992932862190813,"{'H': 0.4275618374558304, 'A': 0.29858657243816256, 'D': 0.27385159010600707}"
E3,2013,2.366171003717472,10.288104089219331,10.706319702602231,1.2063197026022305,1.486988847583643,0.07806691449814127,0.10594795539033457,10.67100371747212,9.17100371747212,4.849442379182156,4.0464684014869885,5.723048327137547,5.08550185873606,"{'H': 0.4144981412639405, 'A': 0.3066914498141264, 'D': 0.2788104089219331}"
E3,2014,2.3580470162748646,10.197106690777577,11.13381555153707,1.1374321880650995,1.5443037974683544,0.07775768535262206,0.09584086799276673,10.792043399638336,9.256781193490054,4.3092224231464735,3.6853526220614827,5.819168173598554,5.180831826401446,"{'H': 0.40687160940325495, 'A': 0.3074141048824593, 'D': 0.2857142857142857}"
E3,2015,2.5755395683453237,10.18525179856115,11.106115107913668,1.3003597122302157,1.6079136690647482,0.07733812949640288,0.10431654676258993,10.893884892086332,9.433453237410072,4.305755395683454,3.8453237410071943,5.946043165467626,4.823741007194244,"{'H': 0.39748201438848924, 'A': 0.3327338129496403, 'D': 0.2697841726618705}"
E3,2016,2.579524680073126,10.621572212065814,11.429616087751372,1.453382084095064,1.7239488117001829,0.07495429616087751,0.08592321755027423,11.689213893967093,10.03473491773309,4.506398537477148,4.045703839122487,5.773308957952468,4.840950639853748,"{'H': 0.3820840950639854, 'A': 0.3711151736745887, 'D': 0.24680073126142596}"
E3,2017,2.6295652173913044,11.293193717277488,11.890052356020943,1.382608695652174,1.6956521739130435,0.08347826086956522,0.09217391304347826,12.236521739130435,9.94608695652174,4.723478260869565,3.869565217391304,5.328695652173913,4.76,"{'H': 0.4434782608695652, 'A': 0.30782608695652175, 'D': 0.24869565217391304}"
E3,2018,2.6211293260473587,11.074681238615664,11.655737704918034,1.3934426229508197,1.6593806921675773,0.07468123861566485,0.09107468123861566,12.2040072859745,10.09471766848816,4.612021857923497,3.856102003642987,5.759562841530054,4.673952641165756,"{'H': 0.4408014571948998, 'D': 0.28051001821493626, 'A': 0.2786885245901639}"
E3,2019,2.4851301115241635,11.278810408921933,12.08364312267658,1.403345724907063,1.838289962825279,0.05762081784386617,0.10408921933085502,12.892193308550185,10.223048327137546,4.518587360594796,3.576208178438662,5.657992565055762,4.682156133828996,"{'H': 0.4144981412639405, 'A': 0.2936802973977695, 'D': 0.29182156133828996}"
E3,2020,2.598014888337469,12.029776674937965,12.193548387096774,1.41439205955335,1.5409429280397022,0.06451612903225806,0.07196029776674938,12.818858560794045,11.32258064516129,4.295285359801489,3.791563275434243,5.230769230769231,4.861042183622828,"{'H': 0.4267990074441687, 'A': 0.3052109181141439, 'D': 0.2679900744416873}"
E3,2021,2.336283185840708,11.778761061946902,11.828318584070797,1.4902654867256637,1.5734513274336284,0.08672566371681416,0.09557522123893805,11.732743362831858,10.72212389380531,3.872566371681416,3.573451327433628,4.906194690265487,4.573451327433628,"{'H': 0.41061946902654867, 'A': 0.3008849557522124, 'D': 0.2884955752212389}"
E3,2022,2.3738977072310408,10.811287477954144,11.55026455026455,1.4603174603174602,1.8042328042328042,0.06349206349206349,0.07054673721340388,12.389770723104057,10.677248677248677,4.105820105820106,3.619047619047619,5.238095238095238,4.617283950617284,"{'H': 0.42504409171075835, 'A': 0.32451499118165783, 'D': 0.25044091710758376}"
E3,2023,2.6964912280701756,10.552631578947368,11.23157894736842,1.7701754385964912,1.9982456140350877,0.05789473684210526,0.09649122807017543,13.189473684210526,11.228070175438596,4.540350877192982,3.656140350877193,5.398245614035088,4.46140350877193,"{'H': 0.44035087719298244, 'A': 0.2824561403508772, 'D': 0.2771929824561403}"
E3,2024,2.725378787878788,11.034090909090908,11.785984848484848,1.8352272727272727,2.1666666666666665,0.06060606060606061,0.07386363636363637,13.081439393939394,11.155303030303031,4.503787878787879,3.757575757575758,5.291666666666667,4.670454545454546,"{'H': 0.42045454545454547, 'A': 0.3125, 'D': 0.26704545454545453}"
E3,2025,2.478723404255319,11.163120567375886,12.042553191489361,1.677304964539007,2.0638297872340425,0.07801418439716312,0.10638297872340426,12.932624113475176,10.358156028368795,4.177304964539007,3.4184397163120566,5.368794326241135,4.347517730496454,"{'H': 0.425531914893617, 'D': 0.2872340425531915, 'A': 0.2872340425531915}"
EC,2011,2.8627450980392157,11.199346405228757,11.42483660130719,1.5065359477124183,1.908496732026144,0.12091503267973856,0.1437908496732026,11.15032679738562,9.11111111111111,5.689542483660131,4.712418300653595,5.856209150326797,4.7254901960784315,"{'H': 0.4019607843137255, 'A': 0.3104575163398693, 'D': 0.2875816993464052}"
EC,2012,2.9580152671755724,10.366412213740459,11.103053435114504,1.3129770992366412,1.5896946564885497,0.09541984732824428,0.13575525812619502,10.933206106870228,8.742366412213741,5.6393129770992365,4.437022900763359,5.908396946564886,4.814885496183206,"{'H': 0.4312977099236641, 'A': 0.32251908396946566, 'D': 0.24618320610687022}"
EC,2013,2.742504409171076,10.213403880070548,10.659611992945326,1.291005291005291,1.619047619047619,0.07760141093474426,0.13756613756613756,11.077601410934744,8.998236331569665,5.883597883597884,4.721340388007055,5.6155202821869485,4.862433862433862,"{'H': 0.4656084656084656, 'A': 0.30511463844797176, 'D': 0.2292768959435626}"
EC,2014,2.686106346483705,10.018867924528301,10.365351629502573,1.300171526586621,1.5540308747855918,0.08404802744425385,0.1097770154373928,10.60377358490566,9.024013722126929,4.795883361921097,4.214408233276158,5.552315608919383,4.753001715265866,"{'H': 0.4562607204116638, 'A': 0.2915951972555746, 'D': 0.2521440823327616}"
EC,2015,2.701657458563536,9.554327808471454,9.94475138121547,1.2136279926335174,1.4861878453038675,0.07366482504604052,0.1252302025782689,10.349907918968693,8.755064456721914,4.283609576427256,3.6685082872928176,5.41804788213628,4.826887661141805,"{'H': 0.4162062615101289, 'A': 0.3406998158379374, 'D': 0.2430939226519337}"
EC,2016,2.582720588235294,9.603375527426161,10.130801687763713,1.2408088235294117,1.4264705882352942,0.06985294117647059,0.08455882352941177,10.464135021097047,8.362869198312236,4.434599156118144,3.548523206751055,5.434599156118144,4.936708860759493,"{'H': 0.43933823529411764, 'A': 0.3014705882352941, 'D': 0.25919117647058826}"
EC,2017,2.627906976744186,,,1.289803220035778,1.5330948121645795,0.06082289803220036,0.09123434704830054,,,,,,,"{'H': 0.3953488372093023, 'A': 0.33094812164579607, 'D': 0.2737030411449016}"
EC,2018,2.591726618705036,,,1.3039568345323742,1.5017985611510791,0.07733812949640288,0.08453237410071943,,,,,,,"{'H': 0.4172661870503597, 'A': 0.32014388489208634, 'D': 0.26258992805755393}"
EC,2019,2.693404634581105,,,1.3475935828877006,1.6844919786096257,0.0748663101604278,0.0766488413547237,,,,,,,"{'H': 0.40641711229946526, 'A': 0.32976827094474154, 'D': 0.2638146167557932}"
EC,2020,2.5709219858156027,,,1.4929078014184398,1.7340425531914894,0.10283687943262411,0.10283687943262411,,,,,,,"{'H': 0.4148936170212766, 'A': 0.35106382978723405, 'D': 0.23404255319148937}"
EC,2021,2.7312614259597807,,,1.5685557586837295,1.6946983546617915,0.09323583180987204,0.10054844606946983,,,,,,,"{'H': 0.4351005484460695, 'A': 0.3436928702010969, 'D': 0.22120658135283364}"
EC,2022,2.7927927927927927,,,1.5243243243243243,1.7873873873873873,0.06846846846846846,0.0990990990990991,,,,,,,"{'H': 0.4540540540540541, 'A': 0.2918918918918919, 'D': 0.25405405405405407}"
EC,2023,2.849740932642487,,,1.7202072538860103,1.8911917098445596,0.06390328151986183,0.08981001727115717,,,,,,,"{'H': 0.4110535405872193, 'A': 0.32642487046632124, 'D': 0.26252158894645944}"
EC,2024,2.792056074766355,,,1.8691588785046729,1.9485981308411215,0.06542056074766354,0.0794392523364486,,,,,,,"{'H': 0.4322429906542056, 'A': 0.3107476635514019, 'D': 0.2570093457943925}"
F1,2000,2.3756345177664975,,,,,,,,,,,,,"{'H': 0.49746192893401014, 'D': 0.27411167512690354, 'A': 0.22842639593908629}"
F1,2001,2.489051094890511,,,,,,,,,,,,,"{'H': 0.48905109489051096, 'D': 0.28102189781021897, 'A': 0.22992700729927007}"
F1,2002,2.3097014925373136,,,,,,,,,,,,,"{'H': 0.5074626865671642, 'D': 0.29850746268656714, 'A': 0.19402985074626866}"
F1,2003,2.1446540880503147,,,,,,,,,,,,,"{'H': 0.4716981132075472, 'D': 0.27672955974842767, 'A': 0.25157232704402516}"
F1,2004,2.1729559748427674,,,,,,,,,,,,,"{'H': 0.44025157232704404, 'D': 0.34591194968553457, 'A': 0.2138364779874214}"
F1,2005,2.0973684210526318,,,1.5789473684210527,2.2421052631578946,0.08947368421052632,0.1631578947368421,11.426315789473684,8.24736842105263,5.063157894736842,3.5,,,"{'H': 0.4842105263157895, 'D': 0.3, 'A': 0.21578947368421053}"
F1,2006,2.3060686015831133,,,1.4881266490765173,2.0105540897097627,0.08179419525065963,0.12137203166226913,10.931216931216932,8.140211640211641,4.880952380952381,3.560846560846561,4.3121693121693125,3.4656084656084656,"{'H': 0.46701846965699206, 'D': 0.3113456464379947, 'A': 0.22163588390501318}"
F1,2007,2.1763157894736844,16.687830687830687,17.984126984126984,1.3973684210526316,1.7447368421052631,0.06578947368421052,0.11052631578947368,12.473684210526315,9.8,4.728947368421053,3.623684210526316,5.007894736842105,3.9210526315789473,"{'H': 0.4473684210526316, 'D': 0.3078947368421053, 'A': 0.24473684210526317}"
F1,2008,2.3149606299212597,16.84514435695538,17.519685039370078,1.4776902887139107,1.900262467191601,0.06299212598425197,0.08923884514435695,13.89238845144357,11.238845144356956,4.729658792650919,3.6404199475065617,5.404199475065616,4.15485564304462,"{'H': 0.4330708661417323, 'D': 0.3123359580052493, 'A': 0.2545931758530184}"
F1,2009,2.381962864721485,16.015915119363395,17.122015915119363,1.493368700265252,1.8806366047745358,0.09814323607427056,0.11671087533156499,14.3342175066313,11.169761273209549,4.8753315649867375,3.5915119363395225,5.347480106100796,4.116710875331565,"{'H': 0.46419098143236076, 'A': 0.2917771883289125, 'D': 0.2440318302387268}"
F1,2010,2.3307086614173227,15.79002624671916,16.362204724409448,1.4855643044619422,2.010498687664042,0.09448818897637795,0.11548556430446194,13.968503937007874,11.196850393700787,4.6141732283464565,3.6850393700787403,5.425196850393701,4.194225721784777,"{'H': 0.4251968503937008, 'D': 0.33070866141732286, 'A': 0.2440944881889764}"
F1,2011,2.4581151832460733,15.423684210526316,16.46578947368421,1.5759162303664922,1.918848167539267,0.09162303664921466,0.17539267015706805,13.795811518324607,10.81675392670157,4.801047120418848,3.6989528795811517,5.722513089005235,4.321989528795812,"{'H': 0.4424083769633508, 'D': 0.3219895287958115, 'A': 0.2356020942408377}"
F1,2012,2.5342105263157895,14.657894736842104,15.086842105263157,1.5210526315789474,1.8526315789473684,0.10526315789473684,0.19736842105263158,13.402631578947368,10.621052631578948,4.794736842105263,3.6657894736842107,5.3921052631578945,4.339473684210526,"{'H': 0.46842105263157896, 'D': 0.2710526315789474, 'A': 0.26052631578947366}"
F1,2013,2.469656992084433,13.696569920844327,14.577836411609498,1.4591029023746702,1.7941952506596306,0.10026385224274406,0.1503957783641161,13.313984168865435,10.16358839050132,4.757255936675461,3.5804749340369395,5.802110817941952,4.110817941952506,"{'H': 0.44854881266490765, 'D': 0.2796833773087071, 'A': 0.2717678100263852}"
F1,2014,2.457894736842105,12.93421052631579,14.052631578947368,1.3973684210526316,1.631578947368421,0.07368421052631578,0.11842105263157894,13.023684210526316,10.255263157894737,4.521052631578947,3.581578947368421,5.265789473684211,4.023684210526316,"{'H': 0.45789473684210524, 'A': 0.2894736842105263, 'D': 0.25263157894736843}"
F1,2015,2.454068241469816,13.181102362204724,14.223097112860893,1.7427821522309712,2.005249343832021,0.14960629921259844,0.14173228346456693,12.67979002624672,10.343832020997375,4.391076115485564,3.7375328083989503,5.2362204724409445,4.254593175853018,"{'H': 0.42782152230971127, 'A': 0.29396325459317585, 'D': 0.2782152230971129}"
F1,2016,2.6164021164021163,12.746031746031745,13.346560846560847,1.619047619047619,1.880952380952381,0.10052910052910052,0.16666666666666666,12.862433862433862,10.161375661375661,4.48941798941799,3.6507936507936507,5.349206349206349,3.986772486772487,"{'H': 0.4894179894179894, 'A': 0.25925925925925924, 'D': 0.25132275132275134}"
F1,2017,2.662303664921466,12.742782152230971,12.952755905511811,1.7296587926509186,1.9816272965879265,0.09973753280839895,0.15748031496062992,13.566929133858268,11.181102362204724,4.616797900262467,3.826771653543307,5.5065616797900265,4.388451443569553,"{'H': 0.46596858638743455, 'A': 0.3010471204188482, 'D': 0.23298429319371727}"
F1,2018,2.7046070460704605,12.607046070460704,13.16260162601626,1.5691056910569106,1.9132791327913279,0.10569105691056911,0.11924119241192412,13.815718157181571,10.997289972899729,4.745257452574526,3.834688346883469,5.457994579945799,4.355013550135501,"{'H': 0.4173441734417344, 'A': 0.2926829268292683, 'D': 0.2899728997289973}"
F1,2019,2.5077319587628866,12.922680412371134,13.216494845360824,1.7654639175257731,1.9768041237113403,0.1134020618556701,0.13917525773195877,13.425257731958762,11.177835051546392,4.719072164948454,3.6443298969072164,5.06701030927835,4.502577319587629,"{'H': 0.4845360824742268, 'D': 0.26288659793814434, 'A': 0.25257731958762886}"
F1,2020,2.7153846153846155,13.311538461538461,12.988461538461538,1.9692307692307693,2.126923076923077,0.15384615384615385,0.16153846153846155,12.907692307692308,11.015384615384615,4.392307692307693,3.9076923076923076,5.5,4.334615384615384,"{'H': 0.4, 'A': 0.35, 'D': 0.25}"
F1,2021,2.7775,12.0225,12.09,1.81,2.02,0.1075,0.135,12.8625,10.5025,4.3975,3.7575,5.2425,4.2775,"{'H': 0.3775, 'A': 0.34, 'D': 0.2825}"
F1,2022,2.8693181818181817,11.869318181818182,12.127840909090908,1.8380681818181819,2.0,0.14772727272727273,0.16477272727272727,13.107954545454545,11.355113636363637,4.78125,4.0625,5.1164772727272725,4.411931818181818,"{'H': 0.4403409090909091, 'A': 0.3153409090909091, 'D': 0.24431818181818182}"
F1,2023,2.613941018766756,12.273458445040214,12.785522788203753,1.4396782841823057,1.9249329758713136,0.09651474530831099,0.0938337801608579,13.36461126005362,11.351206434316353,4.828418230563003,4.171581769436997,5.085790884718499,4.195710455764075,"{'H': 0.4289544235924933, 'A': 0.3136729222520107, 'D': 0.257372654155496}"
F1,2024,2.90625,12.010416666666666,12.42361111111111,1.9479166666666667,2.0694444444444446,0.12152777777777778,0.11458333333333333,13.461805555555555,11.45138888888889,4.979166666666667,4.274305555555555,4.961805555555555,4.274305555555555,"{'H': 0.4131944444444444, 'A': 0.3541666666666667, 'D': 0.2326388888888889}"
F1,2025,3.011764705882353,11.929411764705883,11.98235294117647,1.7058823529411764,1.8764705882352941,0.10588235294117647,0.11176470588235295,13.870588235294118,11.405882352941177,4.952941176470588,4.317647058823529,5.158823529411765,4.405882352941177,"{'H': 0.4647058823529412, 'A': 0.3588235294117647, 'D': 0.17647058823529413}"
F2,2000,2.3305439330543933,,,,,,,,,,,,,"{'H': 0.4686192468619247, 'D': 0.3305439330543933, 'A': 0.200836820083682}"
F2,2001,2.277456647398844,,,,,,,,,,,,,"{'H': 0.4624277456647399, 'D': 0.3179190751445087, 'A': 0.21965317919075145}"
F2,2002,2.124567474048443,,,,,,,,,,,,,"{'H': 0.4844290657439446, 'D': 0.3391003460207612, 'A': 0.17647058823529413}"
F2,2003,1.6774193548387097,,,,,,,,,,,,,"{'A': 0.3870967741935484, 'H': 0.3225806451612903, 'D': 0.2903225806451613}"
F2,2004,2.1473684210526316,,,,,,,,,,,,,"{'H': 0.45789473684210524, 'D': 0.3157894736842105, 'A': 0.22631578947368422}"
F2,2005,2.2447368421052634,,,,,,,,,,,,,"{'H': 0.4605263157894737, 'D': 0.3263157894736842, 'A': 0.2131578947368421}"
F2,2006,2.235897435897436,,,,,,,,,,,,,"{'H': 0.4794871794871795, 'D': 0.29743589743589743, 'A': 0.2230769230769231}"
F2,2007,2.4,,,,,,,,,,,,,"{'H': 0.4704225352112676, 'D': 0.30140845070422534, 'A': 0.22816901408450704}"
F2,2008,2.258522727272727,,,,,,,,,,,,,"{'H': 0.48011363636363635, 'D': 0.2897727272727273, 'A': 0.23011363636363635}"
F2,2009,2.3772609819121446,,,,,,,,,,,,,"{'H': 0.4780361757105943, 'D': 0.2997416020671835, 'A': 0.2222222222222222}"
F2,2010,2.204724409448819,,,,,,,,,,,,,"{'H': 0.4304461942257218, 'D': 0.35170603674540685, 'A': 0.2178477690288714}"
F2,2011,2.418230563002681,,,,,,,,,,,,,"{'H': 0.4745308310991957, 'D': 0.2949061662198391, 'A': 0.23056300268096513}"
F2,2012,2.3239074550128533,,,,,,,,,,,,,"{'H': 0.43958868894601544, 'D': 0.3264781491002571, 'A': 0.23393316195372751}"
F2,2013,2.4743935309973044,,,,,,,,,,,,,"{'H': 0.4528301886792453, 'D': 0.31805929919137466, 'A': 0.22911051212938005}"
F2,2014,2.3947368421052633,,,,,,,,,,,,,"{'H': 0.4421052631578947, 'D': 0.3263157894736842, 'A': 0.23157894736842105}"
F2,2015,2.182051282051282,,,,,,,,,,,,,"{'H': 0.4, 'D': 0.34102564102564104, 'A': 0.258974358974359}"
F2,2016,2.3342105263157893,,,,,,,,,,,,,"{'H': 0.4131578947368421, 'D': 0.32894736842105265, 'A': 0.2578947368421053}"
F2,2017,2.678100263852243,16.06878306878307,16.22222222222222,1.8518518518518519,2.0846560846560847,0.09523809523809523,0.13756613756613756,10.947089947089948,9.333333333333334,5.306878306878307,4.5132275132275135,5.428571428571429,4.529100529100529,"{'H': 0.46965699208443273, 'A': 0.3007915567282322, 'D': 0.22955145118733508}"
F2,2018,2.525065963060686,14.575197889182059,15.010554089709762,1.712401055408971,1.9736147757255937,0.10290237467018469,0.16094986807387862,10.844327176781002,8.643799472295514,4.762532981530343,3.757255936675462,4.926121372031663,4.387862796833773,"{'H': 0.41952506596306066, 'A': 0.3324538258575198, 'D': 0.24802110817941952}"
F2,2019,2.170157068062827,13.366492146596858,14.034031413612565,1.7853403141361257,2.031413612565445,0.13350785340314136,0.14921465968586387,12.261780104712042,10.214659685863875,4.141361256544503,3.3743455497382198,5.212041884816754,4.0680628272251305,"{'H': 0.3795811518324607, 'D': 0.3193717277486911, 'A': 0.3010471204188482}"
F2,2020,2.3153846153846156,14.826254826254827,14.671814671814673,2.0077220077220077,2.0617760617760617,0.14285714285714285,0.16216216216216217,11.444015444015443,10.532818532818533,3.833976833976834,3.5675675675675675,4.55984555984556,4.115830115830116,"{'H': 0.4076923076923077, 'A': 0.29615384615384616, 'D': 0.29615384615384616}"
F2,2021,2.3625,14.4125,14.265,1.74,1.9625,0.105,0.17,11.6875,10.04,4.0175,3.595,4.83,3.8475,"{'H': 0.415, 'D': 0.325, 'A': 0.26}"
F2,2022,2.2694444444444444,13.520891364902507,13.665738161559888,1.8440111420612812,2.086350974930362,0.116991643454039,0.1615598885793872,11.961002785515321,10.013927576601672,4.066852367688022,3.456824512534819,4.763231197771588,4.055710306406685,"{'H': 0.42777777777777776, 'A': 0.2972222222222222, 'D': 0.275}"
F2,2023,2.5037593984962405,12.967418546365915,13.761904761904763,1.5839598997493733,1.8471177944862156,0.07268170426065163,0.10275689223057644,12.486215538847118,10.345864661654135,4.3734335839598995,3.7142857142857144,4.794486215538847,4.2556390977443606,"{'H': 0.42105263157894735, 'A': 0.2982456140350877, 'D': 0.2807017543859649}"
F2,2024,2.4924924924924925,13.006006006006006,13.567567567567568,1.6726726726726726,1.8438438438438438,0.11411411411411411,0.10510510510510511,12.558558558558559,10.687687687687689,4.57057057057057,3.7477477477477477,5.195195195195195,4.375375375375375,"{'H': 0.4594594594594595, 'A': 0.2822822822822823, 'D': 0.25825825825825827}"
F2,2025,2.6481481481481484,12.901234567901234,13.148148148148149,1.7160493827160495,1.9074074074074074,0.10493827160493827,0.09259259259259259,12.981481481481481,10.981481481481481,4.753086419753086,3.9135802469135803,4.969135802469136,4.135802469135802,"{'H': 0.46296296296296297, 'A': 0.30246913580246915, 'D': 0.2345679012345679}"
FIN,2012,2.702020202020202,,,,,,,,,,,,,"{'H': 0.5202020202020202, 'A': 0.2727272727272727, 'D': 0.20707070707070707}"
FIN,2013,2.6515151515151514,,,,,,,,,,,,,"{'H': 0.4595959595959596, 'A': 0.2878787878787879, 'D': 0.25252525252525254}"
FIN,2014,2.590909090909091,,,,,,,,,,,,,"{'H': 0.45454545454545453, 'D': 0.2828282828282828, 'A': 0.26262626262626265}"
FIN,2015,2.265,,,,,,,,,,,,,"{'H': 0.445, 'D': 0.305, 'A': 0.25}"
FIN,2016,2.305,,,,,,,,,,,,,"{'H': 0.47, 'A': 0.265, 'D': 0.265}"
FIN,2017,2.72,,,,,,,,,,,,,"{'H': 0.415, 'A': 0.3, 'D': 0.285}"
FIN,2018,2.46,,,,,,,,,,,,,"{'H': 0.4, 'A': 0.33, 'D': 0.27}"
FIN,2019,2.4201183431952664,,,,,,,,,,,,,"{'H': 0.3905325443786982, 'A': 0.33136094674556216, 'D': 0.2781065088757396}"
FIN,2020,2.791044776119403,,,,,,,,,,,,,"{'H': 0.39552238805970147, 'A': 0.34328358208955223, 'D': 0.26119402985074625}"
FIN,2021,2.518292682926829,,,,,,,,,,,,,"{'H': 0.4268292682926829, 'A': 0.3719512195121951, 'D': 0.20121951219512196}"
FIN,2022,2.9411764705882355,,,,,,,,,,,,,"{'H': 0.4294117647058823, 'A': 0.35294117647058826, 'D': 0.21764705882352942}"
FIN,2023,2.562874251497006,,,,,,,,,,,,,"{'H': 0.41916167664670656, 'A': 0.33532934131736525, 'D': 0.24550898203592814}"
FIN,2024,2.9294871794871793,,,,,,,,,,,,,"{'H': 0.47435897435897434, 'A': 0.28205128205128205, 'D': 0.24358974358974358}"
G1,2005,2.2589285714285716,,,,,,,,,,,,,"{'H': 0.5089285714285714, 'D': 0.2857142857142857, 'A': 0.20535714285714285}"
G1,2006,2.2620967741935485,,,,,,,,,,,,,"{'H': 0.5282258064516129, 'D': 0.23790322580645162, 'A': 0.23387096774193547}"
G1,2007,2.3836206896551726,,,,,,,,,,,,,"{'H': 0.4827586206896552, 'A': 0.2629310344827586, 'D': 0.2543103448275862}"
G1,2008,2.278225806451613,,,,,,,,,,,,,"{'H': 0.4798387096774194, 'D': 0.2620967741935484, 'A': 0.25806451612903225}"
G1,2009,2.2333333333333334,,,,,,,,,,,,,"{'H': 0.4666666666666667, 'A': 0.2791666666666667, 'D': 0.25416666666666665}"
G1,2010,2.225,,,,,,,,,,,,,"{'H': 0.48333333333333334, 'A': 0.2708333333333333, 'D': 0.24583333333333332}"
G1,2011,2.3583333333333334,,,,,,,,,,,,,"{'H': 0.4666666666666667, 'A': 0.275, 'D': 0.25833333333333336}"
G1,2012,2.0416666666666665,,,,,,,,,,,,,"{'H': 0.475, 'D': 0.2916666666666667, 'A': 0.23333333333333334}"
G1,2013,2.4249084249084247,,,,,,,,,,,,,"{'H': 0.5091575091575091, 'D': 0.2490842490842491, 'A': 0.24175824175824176}"
G1,2014,2.4618055555555554,,,,,,,,,,,,,"{'H': 0.5590277777777778, 'A': 0.22569444444444445, 'D': 0.2152777777777778}"
G1,2015,2.4448275862068964,,,,,,,,,,,,,"{'H': 0.49310344827586206, 'A': 0.27241379310344827, 'D': 0.23448275862068965}"
G1,2016,2.25,,,,,,,,,,,,,"{'H': 0.4583333333333333, 'D': 0.28703703703703703, 'A': 0.25462962962962965}"
G1,2017,2.246212121212121,17.775,18.4,2.7916666666666665,3.3333333333333335,0.14166666666666666,0.18333333333333332,11.45,7.75,5.475,3.683333333333333,5.25,3.5166666666666666,"{'H': 0.4659090909090909, 'D': 0.30303030303030304, 'A': 0.23106060606060605}"
G1,2018,2.2543103448275863,17.139737991266376,18.344978165938866,2.282608695652174,2.9565217391304346,0.08260869565217391,0.1565217391304348,10.908695652173913,7.878260869565217,5.439130434782609,3.8043478260869565,4.98695652173913,3.6782608695652175,"{'H': 0.5043103448275862, 'A': 0.25862068965517243, 'D': 0.23706896551724138}"
G1,2019,2.4560669456066946,16.728033472803347,17.523012552301257,2.309623430962343,2.924686192468619,0.08368200836820083,0.15481171548117154,9.234309623430962,7.01255230125523,4.602510460251046,3.410041841004184,5.041841004184101,3.7447698744769875,"{'H': 0.4686192468619247, 'A': 0.27615062761506276, 'D': 0.25523012552301255}"
G1,2020,2.2850467289719627,17.177570093457945,17.397196261682243,2.6542056074766354,3.0093457943925235,0.13551401869158877,0.14485981308411214,8.200934579439252,7.014018691588785,4.042056074766355,3.3878504672897196,4.873831775700935,3.7850467289719627,"{'H': 0.397196261682243, 'D': 0.3037383177570093, 'A': 0.29906542056074764}"
G1,2021,2.265625,16.74609375,17.5234375,2.21875,2.57421875,0.05859375,0.1015625,8.24609375,7.04296875,4.171875,3.625,4.52734375,3.62890625,"{'H': 0.3984375, 'A': 0.328125, 'D': 0.2734375}"
G1,2022,2.210144927536232,15.673913043478262,16.057971014492754,1.9130434782608696,2.449275362318841,0.043478260869565216,0.13043478260869565,9.565217391304348,7.253623188405797,4.8478260869565215,3.717391304347826,5.253623188405797,3.920289855072464,"{'H': 0.427536231884058, 'A': 0.3188405797101449, 'D': 0.2536231884057971}"
G1,2024,2.342857142857143,14.257142857142858,14.6,2.857142857142857,3.3714285714285714,0.17142857142857143,0.14285714285714285,11.8,9.0,6.514285714285714,4.942857142857143,4.8,4.485714285714286,"{'A': 0.37142857142857144, 'H': 0.37142857142857144, 'D': 0.2571428571428571}"
